time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,3.64511671356e-08,2.55958200342e-08,10.0031450325,3.16004042373e-05,6.28313327621,0.0,3.82690056611e-06,2.49710483071e-06,0.104829799507,0.00155983473912,-0.00266069005119,0.0,438.08796232183374,437.8667319113735,438.81695498857584,438.94638412815294
0.12000000000000001,2.19143573779e-06,1.20162596673e-06,10.0148204699,6.28311424498,6.28262754865,0.0,0.000101688624815,3.72893209713e-05,0.284323177072,-0.00922207559719,-0.0236290564695,0.0,462.12858155077066,460.47319468723276,462.0387986527729,461.18816522000674
0.18,2.69137106275e-05,-5.19128188111e-07,10.0373460444,6.2826189693,6.28150057787,0.0,0.000865979427345,-0.000154424144589,0.466471895326,-0.00638659208888,-0.0105225942045,0.0,460.55150396147263,461.5868519412571,463.4972638813619,463.7201376321647
0.23999999999999996,0.000123384946477,-2.53186889843e-05,10.0723415247,6.28239876021,6.2805533265,0.0,0.00244207955123,-0.00070829957899,0.699929962305,0.00127401184033,-0.0292345337133,0.0,477.7103003949645,476.2816241541449,477.9773339758922,478.5607740438918
0.3,0.000332419735478,-8.23229243767e-05,10.1178030859,0.000425248432489,6.27872164141,0.0,0.00471236555837,-0.00110925532528,0.815379126752,0.0433131148328,-0.0332490038097,0.0,443.1485739811461,442.8181925783309,439.8709450281179,443.33819914758345
0.36000000000000004,0.000730571612592,-0.00012710694267,10.1729320535,0.00315852766101,6.27662292167,0.0,0.0087994040303,-6.9240256754e-05,1.02208946397,0.0496968192893,-0.0386832915945,0.0,470.8584888810757,470.43749115362493,469.58227044850673,470.0782274312088
0.4200000000000001,0.00143242666189,-3.87165473442e-05,10.2414566708,0.00564013829333,6.27418194916,0.0,0.0148858234789,0.00336274289598,1.26182742248,0.0141813078981,-0.0450150085407,0.0,480.5649931944863,480.0841296341842,481.52940438793956,478.83618129610244
0.48000000000000015,0.00255099021993,0.000300427106975,10.3232165694,0.00638790366697,6.27121938509,0.0,0.0227265393823,0.00803447307407,1.46326271799,0.00878284220117,-0.0599546436788,0.0,470.1178336434873,468.9574952019534,469.7915355624517,469.37267813028654
0.5400000000000001,0.0041892057047,0.000923735064822,10.4151419891,0.00681678586436,6.26810175564,0.0,0.0322356369139,0.0127928760645,1.60073025711,0.00365959098794,-0.0394731448869,0.0,449.69252039765354,451.34655839321664,451.1955050658329,450.7816236332663
0.6000000000000002,0.00643644829381,0.00182985370093,10.5136945817,0.00728666398366,6.26539592594,0.0,0.0429197295662,0.0174456238515,1.68423215338,0.015086744651,-0.0597758399809,0.0,434.81238464314384,433.10694698949465,433.96744137820133,434.9253905394364
0.6600000000000003,0.00942979373829,0.0030454900132,10.6197430251,0.00778195325037,6.26158586213,0.0,0.0572657108211,0.0231583157909,1.85045285144,-0.0111429525076,-0.0722427626886,0.0,460.7719113206364,459.7824996754294,461.17265364184664,459.09627277817305
0.7200000000000003,0.0134061866404,0.00461959662141,10.7372314089,0.00686119954424,6.25718553275,0.0,0.0757921452001,0.0292164787628,2.06545146159,-0.0254593455307,-0.0756250185778,0.0,475.80165935548774,475.5388651042047,475.42649745987677,474.32849292868605
0.7800000000000004,0.018544352118,0.00651776504497,10.8654985018,0.00572267242386,6.25249121298,0.0,0.0959731820301,0.0339118100793,2.20983642956,-0.00842630164719,-0.0840547134584,0.0,454.5946875357079,453.91397310482466,454.9171996942542,456.27900419910696
0.8400000000000004,0.0250195946154,0.00868016242103,11.0031276322,0.00488492967057,6.24823368716,0.0,0.120369247632,0.0380945767449,2.37745017671,-0.0283379731615,-0.0528782845819,0.0,461.3673702997206,463.81817263558406,463.3459799030925,461.7780882678537
0.9000000000000005,0.0330884406074,0.0110753364602,11.151936212,0.00366193241171,6.24517926901,0.0,0.148941870775,0.0415747269845,2.58238137997,-0.00794187861679,-0.0472314112154,0.0,474.28469807175907,474.71670403600865,473.5190269849625,475.08539894365765
0.9600000000000005,0.0428576968567,0.0136470923711,11.3108560837,0.00318181084174,6.24313748073,0.0,0.17693927913,0.044098234387,2.71463083188,-0.0081225962427,-0.0158421839815,0.0,451.18847695158604,453.71489408826034,454.56293220706175,454.54856873164033
1.0200000000000005,0.054501944263,0.0163724698068,11.4816312081,0.0030702207523,6.2424772934,0.0,0.211275241179,0.0467107267383,2.9772205191,0.00839332764655,-0.002752786839,0.0,492.2789050295292,493.2466239091448,491.7866406452493,493.008475043495
1.0800000000000005,0.067998232583,0.0192386786765,11.6627325024,0.00323431929529,6.24254402911,0.0,0.238595128538,0.0488654954343,3.05926998866,-0.0120732072017,0.00789763525102,0.0,440.07169345995345,440.9523925570285,440.1229141925098,438.4256892125293
1.1400000000000006,0.083105219111,0.0222310325169,11.8481587247,0.00242182308677,6.24246271181,0.0,0.264928757615,0.0508051441663,3.12143520688,-0.0166531006362,-0.0357041333605,0.0,435.2932207488583,431.62898129259867,434.7531507216406,434.369346219675
1.2000000000000006,0.0999347865139,0.0253299880541,12.0405045467,0.00115931810465,6.24032991391,0.0,0.29627586529,0.0523676282405,3.28960951705,-0.0317064342107,-0.0352335429933,0.0,466.9984512071936,467.03467018017767,468.01991016201373,466.8468011662707
1.2600000000000007,0.118526647222,0.028487358773,12.239085941,6.28265014264,6.23810143426,0.0,0.323648342102,0.0527110896286,3.32964151163,-0.0220839185349,-0.041258419705,0.0,428.36004293883855,427.846664217441,428.05475828815497,428.872603235618
